nk,sk,ratio
그는 자기에게 모욕을 들씌우려는 이자들을 잠시 속으로 따져보고싶었다.,그는 자신에게 의식적으로 경멸을 퍼붓고 있는 그 무리를 잠시 살펴보고 싶었다.,0.6046511627906976
나는 말하였다.,나는 말했다.,0.25
그분은 긴 교실의 한끝에 있는 난로옆에서 교실 량쪽끝에는 난로가 있었다. 두줄로 서있는 학생들을 엄숙한 표정으로 묵묵히 바라보았다.,그녀는 길다란 교실의 맨 끝에 있는 난롯가에 양쪽 가에는 난로가 있었기 때문에 서서 두 줄로 앉아 있는 소녀들을 묵묵히 휘둘러보았다.,0.5135135135135135
난 미래의 나라가 있다고 생각해.,미래의 나라가 있다는 건 틀림없어.,0.47368421052631576
"한나, 우린 당신이 생각하듯 그렇게 똑똑하진 못해요. 독일어로 말은 하지 못해요. 사전의 도움이 없이는 읽지도 못하구요.","우리들은 아줌마가 생각하는 것처럼 영리하지 못하니까, 독일어는 말할 수 없고 사전의 도움 없이는 읽을 수도 없는 걸요.",0.5522388059701493
쥴리앙은 범같은 눈초리를 번뜩이며 생각을 계속했다.,쥘리앵은 이글이글 타는 눈을 부릅뜨고 생각을 계속했다.,0.5
그는 거기에서 행복과 황홀과 그리고 기운을 잃었을 때의 위안을 동시에 찾아내는것이였다.,"그 속에서 그는 행복과 도취, 의기소침해질 때의 위안까지 찾아내곤 했다.",0.5625
베씨는 이러한 이야기를 듣자 한숨을 짓고 말을 이었다.,이 이야기를 들은 베시가 한숨을 쉬며 말했다.,0.6
너희는 내가 정해주는 이 규정을 지켜야 한다. 네 집짐승가운데 서종류가 다른것끼리 교미 시키지 말라. 네 밭에 다른 종자를 섞어뿌리지 말라. 종류가 다른 실을 섞어짠 옷을 네 몸에 걸치지도말라.,내 가르침에 복종하여라. 종류가 다른 두 짐승을 교미시키지 마라. 밭에다가 종류가 다른 두 씨를 심지 마라. 종류가 다른 두 재료를 섞어서 만든 옷을 입지 마라.,0.6388888888888888
거기에는 스루야의세 아들 요압과 아비새와 아사헬이 있었는데 아사헬은 달음박질이 들사슴처럼 빨랐다.,아브넬이 아사헬을 죽이다 스루야의 세 아들인 요압과 아비새와 아사헬이 그 싸움터에 있었습니다. 아사헬의 발은 마치 들의 사슴처럼 빨랐습니다.,0.46153846153846156
그 얼굴을 뵈올것입니다. 그리고 그들의 이마에는 하느님의 이름이 새겨져있을것입니다.,그들은 하나님의 얼굴을 볼 것이며 그들의 이마에는 하나님의 이름이 기록될 것입니다.,0.4782608695652174
무엇이든지 밖에서 몸안으로 들어가는것이 사람을 더럽히는것이 아니라 더럽히는것은 도리여 사람에게서 나오는것이다.,무엇이든지 사람 밖에서 몸 속으로 들어가 사람을 더럽히는 것은 아무것도 없다. 사람에게서 나오는 것이 사람을 더럽힌다.,0.45454545454545453
그러나 오빠는 몸을 상우로 내밀면서 그 단호하고 꿰뚫는듯하는 시선으로 대답을 재촉하였다.,그러나 그는 테이블에 몸을 기대고 아직도 단호하고 꿰뚫는 듯한 눈으로 대답을 독촉했다.,0.4897959183673469
바느질감이 무릎에서 흘러 떨어졌다.,바느질감이 무릎 위에서 아래로 미끄러져 내렸다.,0.46153846153846156
어서 잡수세요.,"그래요, 잡수세요.",0.4
선량한 로인은 더는 한마디도 입밖에 낼 힘이 없었다.,그 선량한 노인은 한마디도 더 잇질 못했다.,0.5172413793103449
내가 그들가운데서 더러는 제사장으로 더러는 레위사람으로 뽑아세우리라. 여호와가 말한다.,내가 그 사람들 가운데 몇 사람을 골라 제사장과 레위사람으로 삼겠다. 여호와의 말씀이다.,0.5510204081632653
그는 새파랗게 질린채 축 늘어져 서있었다.,그는 정신 나간 듯 얼굴이 창백했다.,0.6086956521739131
한주일이 지났으나 로체스터씨에게서는 아무런 소식도 없었다. 열홀이 지나도 그는 돌아오지 않았다.,"일 주일이 지났으나 로체스터 씨로부터는 아무런 소식이 없었고, 열흘이 넘어도 역시 그는 돌아오지 않았다.",0.25862068965517243
내가 다시 고개를 들고 보니 뿔이 네개 있었다.,내가 위를 올려다보니 짐승 뿔 네 개가 보였다.,0.5769230769230769
나는 달과 별에서 눈길을 떼고 돌아서서 곁문을 열고 집안으로들어갔다.,나는 달과 별에 향했던 마음을 끌어내려 쪽문을 열고 안으로 들어섰다.,0.39473684210526316
다들 알고있어요.,누구나 다 알고 있는 걸요.,0.6
아버지 에브라임은 이 일을 두고 오래 슬퍼하였으므로 친척들이 찾아와서 위로하였다.,이 일 때문에 그들의 아버지 에브라임이 여러 날 동안을 슬퍼하자 그의 가족이 와서 그를 위로했습니다.,0.6428571428571429
슬픔에 잠긴 당신의 표정과 어조는 나를 괴롭히며 슬프게 하고있소.,그 슬픔에 찬 격렬한 표정과 목소리가 나를 어리둥절하게 하고 괴롭히고 있소.,0.5714285714285714
적어도 오늘밤만은 자연의 나그녀가 되겠지.,적어도 오늘 밤만은 자연의 손님이 되는 거다.,0.36
나는 자기의 침대우에 누워있었고 그 붉은 빛은 어린이방의 난로불이였다는것을 알아차렸다.,"내가 바로 내 침대에 있다는 것, 붉은 빛은 다름 아닌 육아실의 불빛이라는 것을 깨달았다.",0.62
생전에 풀어드리려,살아 계실 때 풀어 드리려,0.5714285714285714
그는 좀 사납게 보였다.,정말로 그는 무섭게 보였다.,0.4666666666666667
한번도 거울을 보시지 않았어요.,거울도 한번 들여다보지 않았잖아요.,0.5789473684210527
바울도 아볼로도 게바도 이 세상도 생명도 죽음도 현재도 미래도다 여러분의것입니다.,바울이나 아볼로나 게바나 세상이나 생명이나 죽음이나 현재 일이나 장래 일이나 할 것 없이 모든 것이 다 여러분의 것입니다.,0.5294117647058824
그러나 에돔왕은자기 땅을 지나가지 못한다고 거절하면서 만약 들어선다면 군대를 풀어치겠다고 대답하였다.,그러나 에돔 왕은 당신들은 여기를 지나갈 수 없소. 만약 지나가기만 하면 당신들을 칼로 쳐버리겠소라고 대답했습니다.,0.640625
그에게 나의 생각을 말하고 본심을 털어놓아야했었다.,나는 그에게 마음을 털어놓았어야 했다.,0.6428571428571429
나는 말을 다시 시작하였다.,나는 말을 계속했다.,0.4666666666666667
"틀림없이 그래, 나는 그와 류사한데가 있다.",틀림없이 그이는 그래. 난 저분과 상통하는 데가 있다구 봐.,0.5454545454545454
그는 라 몰양에게 아주 쌀쌀한 태도로 대했다.,그는 라 몰 양을 향해 나무랄 데 없는 냉정함을 유지했다.,0.5625
과거나 미래에로 생각을 돌려서는 안된다.,과거나 미래에 대해 일체 생각을 하지 말아야 했다.,0.5
나는 그의 격정에 항거하여 끝내 이겨내였다.,나는 그의 분노에 맞서 그 분노를 좌절시켰다.,0.52
하고 큰 소리로 야단쳤다.,이라고 큰소리로 부르짖고 있었다.,0.5555555555555556
천당과 같은곳이 있어서 우리가 죽으면 령혼이 그리로 간다는것을 넌 확신하니?,"너는 천국이라는 곳이 있다는 것을, 그리고 우리가 죽으면 그곳으로 가게 된다는 것을 확신하고 있니?",0.5818181818181818
늙은이의 울음인가.,소무의 울음이냐?,0.6
하나님은 가엾은 고아의 벗.,신은 가여운 고아의 친구여라.,0.5625
그 사람에게 말해주세요.,그 사람한테 알려 줘.,0.5384615384615384
나는 벌떡 일어났다!,나는 소스라치게 놀라 벌떡 일어났다.,0.5
하고 베씨가 물었다.,하고 베시가 말했다.,0.2727272727272727
나의 말을 잘 들어라. 그날이 오면 소돔땅이 그 동네보다 오히려 가벼운 벌을 받을것이다.,내가 너희에게 말한다. 심판의 날에 소돔이 그 마을보다 더 견디기 쉬울 것이다.,0.5510204081632653
나는 그 침대에 뿌리라도 박힌듯 돌처럼 꼼짝 않고 누워있었다.,나는 그 침대에 뿌리를 박아버린 듯한 느낌이었다.,0.47058823529411764
르호보암왕은 부왕을 섬기던 나이 많은 신하들을 불러 이 백성의 요구에 어떻게 대답하면 좋겠소? 하고 의논하였다.,르호보암 왕은 솔로몬을 섬겼던 나이 든 지도자들과 의논했습니다. 이 백성에게 어떻게 대답하면 좋겠소?,0.532258064516129
생전에 나를 만나보고 가라 하고 심소저를 얼른 데리고오너라.,심 소저더러 떠나기 전에 나를 만나 보고 가라 하고 얼른 데리고 오너라.,0.45
라빗 기시욘 에베 스,랍빗 기시온 에베스,0.2727272727272727
이건 어지간히 현명한 생각이였다.,이것은 제법 현명한 사고방식이었다.,0.5789473684210527
우리가 끝까지 참고 견디면 그분과 함께 다스리게 될것이다. 우리가 그분을 모른다고 하면 그분도 우리를 모른다고 하실것이다.,우리가 계속 참으면 주님과 함께 왕노릇 할 것입니다. 우리가 주님을 모른다고 하면 주님 역시 우리를 모른다고 하실 것입니다.,0.391304347826087
하고 그는 마침내 화를 터뜨리고 버럭 고함을 질렀다.,그는 분해서 소리를 버럭 질렀다.,0.5517241379310345
이 애를 그우에 올려세우십시오.,이 애를 의자에 세우시오.,0.29411764705882354
아무리 둘러보아도 나를 돕는자가 없었다. 놀랍게도 내 편을 드는자가 하나도 없었다. 나는 이 팔밖에 믿을것이 없었고 나의 분노만이 나를 밀어주었다.,주위를 둘러보아도 나를 도울 사람이 없었다. 아무도 나를 거들어 줄 사람이 없어서 놀랐다. 그래서 내 능력으로 내 백성을 구했고 나의 진노가 나를 거들어 주었다.,0.5333333333333333
그 날카로운 화살이 적의 심장을 꿰뚫으면 만방은 당신 발아래 엎드러 지리 이다.,왕의 날카로운 화살이 원수의 심장을 꿰뚫을 것이며 모든 나라들이 왕 앞에 쓰러질 것입니다.,0.5
세례와 안수 그리고 죽은자들의 부활과 영원한 심판과 같은 기초적인 교리를 다시 배우는 일은 없도록 합시다.,세례와 안수와 죽은 자의 부활과 영원한 심판에 관한 기초를 다시 닦지는 마십시오.,0.423728813559322
이런 시각에 도대체 어쩌시자구요?,이 시각에 말씀입니까?,0.6111111111111112
어디로 이야기를 끌고갈가 하고 라 몰양은 생각했다.,대체 무슨 말을 할 작정일까? 라몰 양은 생각했다.,0.6071428571428571
갑자기 부인이 나직이 비명을 질렀다.,부인이 나지막한 비명 소리를 냈다.,0.65
그러고나서는 다시금 어두운 생각에 잠기는것이였다.,그러다가도 다시 우울한 몽상에 빠져 외치는 것이었다.,0.5862068965517241
성전을 향하여 손을 쳐들고 여호와를 찬양하여라.,성소에서 여러분의 손을 높이 들고 여호와를 찬양하십시오.,0.41935483870967744
거기서 그는 모진 고통을 잊을 그 어면 마취제를 구했을가? 그는 강렬한 정열의 대상으로 무엇을 찾았을가?,"그런데 과연 그가 거기에서, 자신의 고통을 치유하기 위해, 강렬한 정열의 대상으로 무엇을 구했을 것인가?",0.5862068965517241
가지 말아! 리드부인이 소리질렀다.,기다려! 하고 리드 부인은 소리쳤다.,0.55
부인의 참을수 없는 괴롬이 졸지에 난생 처음으로 맛보는 무상의 기쁨으로 변해버렸다.,이별의 크나큰 고통이 예전에 맛본 적 없는 강렬한 기쁨으로 바뀌었다.,0.5869565217391305
그런데 부인의 선조들중의 한분이 공작의 총신이였지.,부인의 선조 한 분이 대담공의 총신이었거든.,0.5
"여호와께서 욥의 여생에 전날보다 더한 복을 내려주셨다. 양 1만4천마리, 락타 6천마리, 겨리소 천쌍, 암나귀 천마리에다",여호와께서 욥의 말년에 처음보다 더 큰 복을 주셔서 그는 만 사천 마리의 양과 육천 마리의 낙타와 황소 천 겨리와 당나귀 천 마리를 소유하게 되었습니다.,0.5411764705882353
그의 발치에는 커다란 고양이가 조용히 앉아있었다.,그녀는 편물을 하고 있었고 커다란 고양이가 한 마리 발밑에 얌전히 앉아 있었다.,0.5454545454545454
너무 흥분하였군.,당신은 너무 흥분하고 있소.,0.5333333333333333
"여보시오, 목숨이 아깝거들랑 그런 너절한 거짓말은 두번다시 입에 담지 마시오!",목숨을 지키려면 그런 추악한 거짓말은 두 번 다시 입에 담지마시오.,0.4186046511627907
만군의 여호와여 계시는곳 그 얼마나 좋으신가.,만군의 여호와여 주가 계시는 곳이 얼마나 아름다운지요,0.41379310344827586
나는 초인종을 누르려고 생각했다.,나는 초인종을 눌렀다.,0.4444444444444444
내가 만일 그의 안해였더라면 해빛이 들지 않는 깊은 샘물과도 같이 마음이 깨끗하고 선량한 이 인물은 나의 혈관에서 한방울의 피도 뽑지 않으면서 자기의 수정처럼 깨끗한 량심에 범죄의 티끌만한 오점도 남기지 않으면서 나를 쉽사리 죽일수 있으리라고 나는 생각하였다.,"만약 내가 이 사람의 아내가 되었다고 한다면, 태양도 비치지 않는 깊은 바다 밑처럼 맑고 선량한 이 사람은 나의 혈관에서 한 방울의 피도 빼지 않고, 혹은 그의 차갑게 맑은 양심에 한 점의 죄의 더러운 상처를 내지도 않고, 언젠가는 나를 죽일 수 있을 것이라고 느껴졌다.",0.6158940397350994
"제인, 그러나 쓸데없는 걱정을 사서 하려고는 하지 마오.",하지만 제발 부질없이 쓸데없는 걱정거리를 일부러 원하지는 마요.,0.6
또 빵 일곱개를 4천명에게 나누어 먹였을 때에 남은 부스레기를 몇바구니나 거두어들였느냐고 물으시자 그들이 일곱바구니였습니다. 라고 대답하였다.,일곱 개의 빵을 사천 명에게 나누어 주었을 때 너희가 몇 광주리에 거두었느냐? 제자들이 대답했습니다. 일곱 광주리입니다.,0.6075949367088608
그리고 한나가 말하는 애들은 이 어머니를 닮았다.,아이들은 어머니를 닮았다.,0.5555555555555556
이런 거짓말쟁이의 얘기를 쓴 책은 당신 딸 죠지아나에게나 주세요.,거짓말쟁이에 관한 이 책은 외숙모 딸인 조지아나에게 주세요.,0.3888888888888889
언덕이 부풀어올랐다!,언덕들이 들썩거렸다.,0.6363636363636364
그분이 마음에 드세요?,그분을 좋아하세요?,0.5
두 녀자가 다 검은 그레브직상복을 입고있었는데 소박한 옷차림때문에 그들의 목과 얼굴은 류달리 아름답게 보였다.,"모두 크레이프와 봄버지인 천으로 만든 상복을 입고 있었는데, 그 거무스름한 옷은 아름다운 목덜미와 얼굴을 유난히 돋보이게 했다.",0.6338028169014085
쥴리앙은 생각했다.,쥘리엥은 그런 생각이 들었다.,0.5625
이 사람은 나의 비서입니다. Cela를 쓸 때 I를 둘 씁니다만.,"이 사람은 내 비서인데, 그것에 엘을 두 개나 붙여서 쓴답니다.",0.6111111111111112
모두들 나를 따라오시오!,"자, 오십시오. 내 뒤를 따라오십시오.",0.6190476190476191
과연 그는 쇠몽둥이로 값진 마호가니책상을 까부시였다.,정말로 그는 쇠꼬챙이로 값비싼 책상을 부수고 말았다.,0.5862068965517241
친척이 어른으로 되여 내앞에 나타났어요.,두 사람의 친척이 어른의 모습으로 나의 세계에 나타난 거예요.,0.5294117647058824
그는 때때로 거기로 가군하였었다.,로체스터 씨는 가끔 거기에 가기도 했다.,0.6363636363636364
여러분의 리해력이 미치지 못할가 하여 이렇게 인간사에 비추어 말하는것입니다. 여러분 이전에는 온몸을 더러운 일과 불법의 종으로 내맡기여 불법을 일삼았지만 이제는 온몸을 정의의 종으로 바쳐 거룩한 사람이 되도록 힘써야 할것입니다.,여러분의 육신이 연약하기 때문에 일상적인 말로 예를 들어 말하겠습니다. 여러분이 전에는 여러분의 몸을 더러움과 불법의 종으로 드려 불법을 행했습니다. 그러나 이제는 여러분의 몸을 의의 종으로 드려 거룩함에 이르십시오.,0.5984251968503937
불쾌한 얘기는 잠간 보류해두기로 하고 결론을 말하겠습니다.,불쾌한 사실은 그만 덮도록 하겠습니다.,0.59375
"나와 나의 말, 나의 규칙과 습관에 대한 그들의 놀라움이 일단 가라앉자 떨떠름해서 입을 헤벌리고 내 말을 듣고있던 이 촌아이들이 이제는 상당히 민감해졌다는것을 나는 깨닫게 되였다.","나와 나의 이야기, 규칙, 교육법에 대한 그녀들의 놀라움이 가셨을 때, 우둔한 표정과 입을 멍하니 벌리고 있던 시골 아이들 중의 몇 명은 눈을 뜨게 되고, 아주 영리한 소녀가 되어가고 있다는 것을 발견하게 되었다.",0.6050420168067226
그러나 백성들이 모두 예수의 말씀을 듣느라고 그 곁을 떠나지 않았기 때문에 어찌할 도리가 없었다.,그러나 모든 백성들이 예수님의 말씀을 열심히 듣고 있었으므로 예수님을 죽일 방법을 찾을 수 없었습니다.,0.6140350877192983
그래도 나는 챨스 1세가 좋아.,그렇지만 난 찰스 1세가 좋아.,0.35294117647058826
후작의 부찬은 이름난 큰 귀족이였던것이다.,후작의 부친은 대영주였던 것이다.,0.4782608695652174
춥지 않은걸요.,춥지 않은걸요 뭐.,0.2
어떻게 해서든지 부인에게 진정제를 좀 마시게 하려고 무진 애를 쓰던 베씨는 간신히 성공했다.,이때 베시는 진정제를 먹이려고 애썼다. 겨우 약을 먹이는데 성공했다.,0.6470588235294118
"태을이, 어데 갔었던고?",태을이 어데 다녀오는고?,0.38461538461538464
거기서 뭘하고있어요?,거기서 뭐하고 있는 거야?,0.42857142857142855
자정이 지나 두시쯤 되였을 때 사납게 문을 두드리는 소리가 나서야 그들의 이야기는 비로소 중단되였다.,"새벽 2시경이나 되었을까, 문을 세차게 두드리는 소리에 그들의 얘기는 중단되었다.",0.5357142857142857
그것은 마치도 노예나 희생자의 옆을 지나가던 순교자나 영웅이 그들에게 힘을 북돋아주는것과도 같았다.,"그것은 마치 순교자가, 영웅이, 노예나 희생자의 옆을 지나가다 그들에게 힘을 불어넣어 준 것과 같은 것이었다.",0.5573770491803278
이 소문이 온 바에 알려지자많은 사람이 주를 믿게 되였다.,이 소식이 욥바 전체에 알려지자 많은 사람이 주님을 믿었습니다.,0.34285714285714286
이렇게 원사가 기쁜듯이 눈을 반짝이는것을 보자 쥴리앙은 언짢아졌다.,"회원이 기쁨과 친밀감으로 눈을 빛내고 있는 것을 보자, 쥘리앵은 불쾌감을 느꼈다.",0.6
라 몰양의 눈에는 쥴리앙이 키도 커지고 얼굴도 더 창백해진것 같았다.,드 라 몰 양에겐 그가 키가 더 크고 창백해진 듯했다.,0.5789473684210527
하고 베씨가 또 말참견을 했다.,하고 다시 베시가 참견을 하였다.,0.5
레날부인은 작별의 눈물을 좀 흘렸으나 오래잖아 자기의 행복이 배가된것만 같았다.,"레날 부인은 눈물을 조금 흘렸지만, 곧 자기의 행복이 두배로 불어난 듯한 느낌이 들었다.",0.5918367346938775
"네, 알겠소이다.",알겠습니다.,0.5555555555555556
다만 성당을 지킨다는 막연한 의무감에서인지 아니면 이 부인들의 담백한 취미의 고상한 옷차림에 탄복한 탓인지 어쨌든 쥴리앙은 참회실안에 한 사람의 신부도 없음을 문득 깨달았다.,"하지만 막연한 의무감에서인지, 혹은 그 여인들의 고상하고도 단아한 차림새에 감탄해서인지는 모르지만 그는 고해대에 신부가 없다는 점을 의식했다.",0.5979381443298969
지평선은 진주빛 대리석을 깔아놓은듯한 푸르고 맑은 하늘가에 잇닿아있었다.,지평선은 진주처럼 하얀 대리석 모양이 들어 있는 자비로운 하늘과 맞닿아 있었다.,0.5227272727272727
우리가 아돌프님이 묻는 말에 잘 대답할수 있도록 하기 위해서는 댁의 하인들가운데서 지체가 맨 낮은 사람의 명의로 책방에 주문해다가 읽도록 하는것이 좋지 않겠는가 합니다만.,제가 아돌프 도련님의 질문에 답변을 하기 위해서라도 이 댁에서 제일 신분이 낮은 사람을 시켜서 서점에 예약신청을 하게 하는 것이 어떻겠읍니까?,0.631578947368421
하인은 좀 게면쩍은 얼굴로 물러갔다.,하인은 약간 머쓱해하며 자리를 떠났다.,0.6190476190476191
하느님께서 주님을 다시 살리셨으니 우리도 당신의 권능으로 다시 살려 주실것입니다.,하나님께서 주님을 살리셨으니 그분의 능력으로 장차 우리도 살리실 것입니다.,0.4444444444444444
하고 여느때와 같은 부드러운 목소리로 그 애는 물었다.,하고 늘 그렇듯이 부드러운 목소리로 그녀가 물었다.,0.3333333333333333
실망한 사람옆에 여호와 함께 계시고 락심한 사람들을 붙들어주신다.,여호와는 마음이 상한 사람 곁에 계시고 낙심한 사람들을 붙들어 주십니다.,0.475
그러나 유대사람이나 희랍사람이나 할것없이 하느님의 부르심을 받은 사람들에게는 그리스도는 하느님의 능력이며 하느님의 지혜입니다.,유대인이 되었든지 그리스인이 되었든지 부르심을 받은 사람들에게 그리스도는 하나님의 능력이며 하나님의 지혜입니다.,0.34285714285714286
"두사람의 이야기가운데는 나에게 베풀어준 호의를 후회하거나, 나를 의심하며 싫어하는 말이라군 한마디도 없었다.",그들의 대화 중 내게 베푼 환대를 후회하거나 나를 의심하거나 싫어하는 말을 한마디라도 들어 본 적이 단 한 번도 없었다.,0.5671641791044776
"로체스터씨, 저에겐 천상의것을 위대하거나 요구하지는 마세요.","로체스터 님, 당신은 제게서 천사의 것과 같은 것을 기대하셔서도 안 되고 강요하셔서도 안 돼요.",0.6415094339622641
그러나 이제부터는 이 말에 나는 힘을 주었다.,그렇지만 지금부터는 하고 나는 그 말을 강조했다.,0.5555555555555556
리아는 머리를 저으며 더는 말하지 않았다.,리어가 머리를 저었고 그 화제는 끝이 났다.,0.5416666666666666
"결혼에 의한 우리들의 육체적, 정신적 결합이 당신과 나의 노력에 어떤 자극을 주겠는가 하는것을 당신은 알겠지요.","결혼에 의해서 우리가 육체적, 정신적으로 결합이 되면 당신과 나의 노력에 어떠한 자극이 가해지는지를 알게 됩니다.",0.4126984126984127
프릴레르신부는 절대로 발르노 같은 인물이 아니였다.,드 프릴레르 씨는 발르노와 같은 부류의 인간이 아니었다.,0.4838709677419355
아무것도 아니요.,아무것도 아닙니다.,0.2
마치 녀왕이라도 품에 안은것 같은 심정이였다.,품에 여왕이라도 껴안고 있는 것만 같았다.,0.6
김전은 이 숙향이라는 말을 듣고 다시 두번 절을 하였다.,김전이 숙향이라는 말을 듣고 놀라 다시 두 번 절을 하였다.,0.18181818181818182
이제 당신의 목숨뿐아니라 당신의 아들 솔로몬의 목숨을 구하시려면 내 말대로 하십시오.,이제 당신과 당신 아들의 목숨이 위태롭게 되었습니다. 그러니 제가 하라는 대로 하십시오.,0.6122448979591837
"만약 원하신다면 쥴리앙이 얼마나 아버지를 존경하고있는가, 그리고 배은망덕한 일을 얼마나 괴롭게 생각하고있는가 하는 명확한 증거를 제 입을 통해서 아버지께 드리겠어요.","원하신다면, 쥘리앵이 얼마나 아버님을 존경하며 은혜를 배반한 것을 가슴 아프게 생각하고 있는지를 똑똑히 증명해 드리겠읍니다.",0.5543478260869565
"존 에어, 마데이라","존 에어, 마데이라에서",0.16666666666666666
그날은 명절을 준비하는 날이였다. 그 다음날 대제사창들과 바리새파사람들은 빌라도에게 몰려와서,이튿날 곧 준비일이 지난 후에 대제사장들과 바리새파 사람들이 빌라도에게 왔습니다.,0.5098039215686274
그렇다고 장교들 모자처럼 눈두덩까지 앞으로 푹 눌러쓸수도 없거든.,그렇다고 해서 장교 모자 같이 푹 눌러 쓸 수는 없지만.,0.5555555555555556
그때 갑자기 큰 지진이 일어나 감옥을 기초부터 온통 뒤흔들어놓는바람에 문이 모두 열리고 죄수들을 묶어두었던 쇠사슬이 다 풀리고말았다.,그 때 갑자기 감옥까지도 흔들릴 정도의 큰 지진이 발생했습니다. 감옥 문이 모두 열리면서 죄수들을 묶고 있던 사슬들도 다 풀렸습니다.,0.5540540540540541
그들은 곧 그곳을 떠나 예루살렘으로 돌아갔다. 돌아와 보니 거기에 열한제자가 다른 사람들과 함께 모여서,그 두 제자가 일어나서 예루살렘으로 돌아갔습니다. 거기에 열한 제자들과 또 그들과 함께 있던 사람들이 모여 있었습니다.,0.5909090909090909
당신은 인도로 가지 않겠소?,당신은 인도에 안 간다는 겁니까?,0.5
그래 뭐냐?,그리고 뭐야?,0.42857142857142855
그는 몸을 굽히고 내 귀에 입술을 갖다대였다.,그는 몸을 굽혀 내 귀에 입을 갖다대었다.,0.16
나는 웨쳤다. 몸을 흔들어보았으나 그는 뭔지 중얼거리면서 돌아누웠을뿐이였다.,고함을 지르고 그의 몸을 흔들었지만 그는 중얼거리며 몸을 돌렸을 뿐이었다.,0.6190476190476191
그렇게 되면 난 라 몰댁에서 저놈의 방해를 받지 않고 지내겠구나.,그러면 나는 드 라 몰 저택에서 저녀석을 안 봐도 좋겠지.,0.6111111111111112
그들은 남들에게는 자유를 약속하면서 그들자신은부패의 노예가 되여있습니다. 정복을 당한 사람은 누구든지 정복자의 종이 되는것입니다.,그들은 자유를 주겠다고 약속하지만 사실 그들 자신들조차 자유하지 못하고 멸망의 종이 되어 있습니다. 사람은 누구든지 자신이 지배당하는 것의 종이 되기 마련입니다.,0.6111111111111112
구할수 있는 책들뿐이여서 그리 많지 못한데다 그닥 학문적인것도 못되였어요.,제가 구할 수 있는 책들만 읽었을 뿐이에요. 많지도 않았고 매우 학문적이지도 않았어요.,0.5416666666666666
그는 생각했다.,그는 이렇게 중얼거렸다.,0.6153846153846154
오골부인과 비터나르 롯지에 대한 생각이 내 가슴을 싸늘하게 하였다.,"오걸 부인이라든지, 비터너트 저택 같은 생각을 하기만 해도 가슴이 싸늘해졌다.",0.627906976744186
레날부인이 말했다.,드 레날 부인이 말했다.,0.23076923076923078
라반은 딸 라헬에게도 자기계집종 빌하를 몸종으로 주어 거느리게 하였다.,라반은 자기의 여종 빌하를 라헬의 몸종으로 주었습니다.,0.6153846153846154
숲과 덤불 속에서 새들이 노래부르기 시작하였다.,새들이 덤불과 관목 숲에서 지저귀기 시작했다.,0.6153846153846154
아마 점심때쯤으로 생각되는데 한나가 죽과 빠다를 바르지 않은 빵을 가지고 들어왔다.,한나가 점심때쯤 내게 오트밀과 버터를 바르지 않은 토스트를 가져다주었다.,0.5869565217391305
다음날 이른아침에 레날씨는 익명의 편지를 또 한통 받았다.,그 다음날 아침 일찍 레날 씨는 다시 익명의 투서를 받았다.,0.5454545454545454
여호와께서 사탄에게 물으셨다. 너는 어디 갔다 오느냐. 사탄이 대답하였다. 땅우를 이리저리 돌아다니다가 왔습니다.,여호와께서 사탄에게 네가 어디에서 왔느냐? 하고 물으시자 사탄이 세상을 두루 돌아다녔습니다라고 대답했습니다.,0.6031746031746031
태수의 령이 내리자 집장사령들이 달려나와 숙향을 형틀에 결박하였다.,태수가 영을 내리자 집장사령들이 달려 나와 숙향을 형틀에 묶었다.,0.21621621621621623
로체스터씨가 들어왔고 그와 함께 데리러 갔던 의사가 들어왔다.,로체스터 씨가 모시러 갔던 외과 의사와 함께 들어왔다.,0.5294117647058824
오래동안 생각해온 계획대로 자기의 규칙적인 습관이 영원히 방해를 받지 않을 안식처를 찾아 경박한 사회와 완전한 장벽을 쌓고싶다고 하였다.,"자기는 오랫동안 계획해 오던 일을 실천에 옮기겠다.즉, 규칙적인 습관이 아무 방해도 받지 않고 영원히 보장되는 은신처를 찾아 들어가 천박한 세상과 자기 사이에 튼튼한 장벽을 쳐버리겠다는 이야기였다.",0.5636363636363636
나는 한가지 사명을 가지고있습니다.,나에겐 한 가지 사명이 있습니다.,0.3684210526315789
어느날 쥴리앙은 쎄느강반에 있는 빌끼예로 불리우는 아름다운 령지에 갔다가 돌아왔다.,어느 날 쥘리엥이 센 강가에 있는 아름다운 빌르키에 영지에서 돌아오는 길이었다.,0.6304347826086957
사울이 이 소삭을 듣고 또 군졸 한무리를 보냈으나 그들도 신들린 상태에 빠져버렸다. 세번째로 다시 군졸들을 보냈으나 그들도 신들린 상태에 빠져버렸다.,사울이 그 소식을 들었습니다. 그래서 다른 사람들을 보냈지만 그 사람들도 예언을 하였습니다. 세 번째로 사람을 보냈지만 그 사람들도 예언을 하였습니다.,0.6190476190476191
"엘리웃은 엘르아살을, 엘르아살은 맛단을, 맛단은 야곱을,",엘리웃은 엘르아살을 낳고 엘르아살은 맛단을 낳았습니다. 맛단은 야곱을 낳았습니다.,0.37777777777777777
저는 다만 당신의 말씀을 상기시켜드리려고 했을따름이예요.,저는 그저 당신의 말을 일깨워 드린 것뿐이에요.,0.4838709677419355
닭알을 달라는데 전갈을 줄 사람이 어디에 있겠느냐.,또 계란을 달라는데 전갈을 주겠느냐?,0.5714285714285714
